face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\01383.jpg,White,White,Female,20-29,"[0.73662037 0.0014504  0.05212743 0.0152619  0.01814284 0.0011954
 0.1752017 ]",[8.1421500e-01 6.9219019e-04 1.7911041e-01 5.9823254e-03],[0.48691338 0.5130867 ],"[3.9752958e-06 2.3017933e-03 2.4666789e-01 6.9811124e-01 5.2202459e-02
 7.0576393e-04 6.4209476e-06 4.2062075e-07 5.1586255e-08]",01383
detected_faces\01382.jpg,Black,Asian,Male,9-Mar,"[0.00919664 0.55495775 0.08269774 0.15350194 0.14263692 0.03651635
 0.02049273]",[0.00197375 0.20838583 0.7639648  0.02567572],[0.9114315  0.08856848],"[0.01553053 0.24901763 0.13257435 0.11352511 0.18281233 0.15781772
 0.08374544 0.05054321 0.01443367]",01382
detected_faces\01380.jpg,White,White,Male,30-39,"[9.0997952e-01 2.4034731e-05 3.0053319e-02 3.4652892e-04 5.8750046e-04
 1.7720180e-03 5.7237048e-02]",[0.9510362  0.0012706  0.0089307  0.03876252],[9.9994284e-01 5.7164914e-05],"[1.3382357e-06 2.2804967e-05 5.2564926e-03 4.0591773e-01 5.3640687e-01
 5.1688667e-02 6.9632818e-04 9.5042442e-06 2.1022596e-07]",01380
detected_faces\01379.jpg,White,White,Female,20-29,"[7.0543247e-01 6.3214480e-05 1.0016296e-01 6.2272921e-03 1.8872349e-03
 4.8137866e-02 1.3808891e-01]",[9.504218e-01 8.605172e-04 8.419795e-03 4.029790e-02],[0.00144797 0.998552  ],"[1.1274476e-07 1.6721742e-05 1.1682115e-02 5.3167790e-01 3.4911650e-01
 1.0184329e-01 5.2819657e-03 3.4561937e-04 3.5785371e-05]",01379
detected_faces\01377.jpg,Black,Black,Female,20-29,"[3.1647458e-05 9.6433532e-01 2.5250600e-03 4.9893508e-05 5.6895544e-04
 3.2473445e-02 1.5663212e-05]",[5.4462624e-05 9.8789471e-01 2.0266804e-04 1.1848179e-02],[0.00258718 0.9974128 ],"[6.5430741e-06 1.2920469e-03 5.4144096e-02 6.4382362e-01 2.6717073e-01
 3.2209232e-02 1.3070190e-03 4.4220727e-05 2.5025383e-06]",01377
detected_faces\01376.jpg,East Asian,Asian,Male,30-39,"[0.03717179 0.00215114 0.05032019 0.745488   0.15020484 0.00180238
 0.01286162]",[0.01663947 0.04253393 0.9358868  0.00493983],[0.6861735 0.3138265],"[0.01546486 0.11645494 0.14260352 0.31768715 0.32570466 0.06885513
 0.01036525 0.00242648 0.00043803]",01376
detected_faces\01375.jpg,East Asian,Asian,Male,20-29,"[0.10592414 0.00863766 0.09038627 0.57313514 0.16320041 0.00365627
 0.05506014]",[0.11728296 0.04651893 0.828393   0.0078051 ],[0.6014336 0.3985664],"[4.2452314e-03 2.3501979e-02 9.4507903e-02 5.9395313e-01 2.4288188e-01
 3.6098000e-02 3.7414639e-03 9.3410548e-04 1.3632304e-04]",01375
detected_faces\01373.jpg,White,White,Female,20-29,"[9.1434389e-01 3.7263089e-04 3.0288648e-02 7.2000800e-03 2.5504162e-03
 1.1755375e-03 4.4068746e-02]",[0.9380019  0.00884481 0.03170316 0.02145011],[0.03876624 0.9612338 ],"[8.28389311e-05 1.94182135e-02 3.19053859e-01 5.24659157e-01
 1.24312215e-01 1.17570460e-02 6.58559147e-04 5.19460555e-05
 6.21119898e-06]",01373
detected_faces\01372.jpg,White,White,Female,20-29,"[0.54966867 0.00429664 0.1554168  0.00488139 0.01442431 0.00296605
 0.26834598]",[0.91737384 0.01321923 0.0627664  0.00664058],[0.31965303 0.680347  ],"[1.0039040e-04 2.5393287e-04 1.7329764e-02 4.8685890e-01 4.3641672e-01
 5.4241233e-02 4.5398045e-03 2.4275602e-04 1.6468710e-05]",01372
detected_faces\01370.jpg,East Asian,Asian,Female,20-29,"[0.27717426 0.00079667 0.2662408  0.28894544 0.04448399 0.03765942
 0.08469944]",[4.8028182e-02 1.1658308e-04 9.0232456e-01 4.9530689e-02],[0.11589291 0.8841071 ],"[1.5498202e-04 1.9150864e-02 1.3239416e-01 7.3311174e-01 1.0887182e-01
 6.1617112e-03 1.2153162e-04 2.8426934e-05 4.8386314e-06]",01370
detected_faces\01368.jpg,East Asian,Asian,Male,20-29,"[5.2827979e-03 1.4849367e-04 4.2785071e-03 9.3905473e-01 5.0899442e-02
 1.5760836e-04 1.7842525e-04]",[5.2620079e-03 1.9601556e-03 9.9244004e-01 3.3778205e-04],[0.8025202  0.19747971],"[1.2962158e-05 7.6358992e-04 8.4614649e-02 7.1342307e-01 1.7017440e-01
 2.7493626e-02 2.7668152e-03 7.0502609e-04 4.5747027e-05]",01368
detected_faces\01367.jpg,Latino_Hispanic,Black,Male,30-39,"[0.30521324 0.03131621 0.48713392 0.0745711  0.08296471 0.00778406
 0.01101677]",[0.01355852 0.63674295 0.2289782  0.12072036],[0.9508778  0.04912222],"[0.00133972 0.00137294 0.00529133 0.18343575 0.3603871  0.3077093
 0.11822689 0.02106155 0.00117543]",01367
detected_faces\01366.jpg,White,White,Female,30-39,"[9.6492779e-01 3.2757481e-03 1.1681392e-02 5.0331536e-03 2.1284982e-03
 9.8630269e-05 1.2854659e-02]",[0.5377967  0.03751445 0.4170595  0.00762936],[0.4640157  0.53598434],"[0.00213818 0.01206145 0.02470966 0.33158714 0.38127697 0.18436228
 0.04003562 0.01362966 0.01019909]",01366
detected_faces\01362.jpg,Middle Eastern,White,Female,20-29,"[3.8542086e-01 1.3359265e-03 7.9271220e-02 4.1665413e-04 4.6988079e-04
 1.1804412e-03 5.3190506e-01]",[9.9503344e-01 1.3154790e-04 4.5899916e-03 2.4500198e-04],[0.08900507 0.91099495],"[6.1377978e-06 1.9466077e-04 2.2313714e-02 4.9535322e-01 4.3700856e-01
 4.3167751e-02 1.8308721e-03 1.2053316e-04 4.5326346e-06]",01362
detected_faces\01361.jpg,Middle Eastern,Black,Female,20-29,"[2.1859543e-01 9.3434462e-03 2.7267969e-01 4.4901980e-04 5.1084132e-04
 3.1289146e-03 4.9529272e-01]",[0.30188674 0.34526807 0.2706572  0.08218794],[0.02559873 0.97440124],"[9.3229419e-06 1.1087939e-03 5.3840749e-02 6.7564201e-01 2.5513548e-01
 1.3775286e-02 4.6160474e-04 2.6262644e-05 5.2148152e-07]",01361
detected_faces\01360.jpg,East Asian,Asian,Female,20-29,"[0.25288382 0.00915731 0.1815796  0.40188515 0.10910431 0.00404587
 0.04134401]",[0.29957518 0.00934634 0.66483283 0.02624559],[0.02476825 0.97523177],"[2.9029648e-04 1.3217480e-02 5.4050684e-02 4.6267733e-01 3.7530205e-01
 8.2439333e-02 9.2730299e-03 2.2476730e-03 5.0210929e-04]",01360
detected_faces\01358.jpg,White,White,Male,20-29,"[0.3568765  0.01531091 0.09830092 0.32886007 0.14892793 0.0107992
 0.04092443]",[0.6925276  0.03913867 0.23843987 0.0298938 ],[0.99583215 0.00416784],"[0.00037559 0.00486381 0.11823007 0.31275696 0.26472977 0.20365973
 0.0721869  0.02056172 0.00263547]",01358
detected_faces\01357.jpg,East Asian,Asian,Female,19-Oct,"[0.2550677  0.03188305 0.09591448 0.32984757 0.19898458 0.0200936
 0.068209  ]",[0.41463378 0.01060613 0.5633175  0.0114426 ],[0.41856068 0.5814393 ],"[1.1017605e-03 8.7391563e-02 5.7838643e-01 2.5181419e-01 6.9628805e-02
 1.0353010e-02 1.0175322e-03 2.5259113e-04 5.4100754e-05]",01357
detected_faces\01356.jpg,White,White,Male,30-39,"[9.6094263e-01 3.0052817e-05 4.1001961e-03 2.9491525e-04 1.5201756e-04
 2.2161148e-04 3.4258552e-02]",[9.7583383e-01 3.7680820e-05 2.3864092e-02 2.6438947e-04],[0.99644476 0.00355522],"[3.6433919e-06 1.4430735e-05 2.0420458e-03 3.0115262e-01 5.5774981e-01
 1.3425863e-01 4.6262038e-03 1.4769164e-04 4.9424689e-06]",01356
detected_faces\01354.jpg,Black,Black,Male,19-Oct,"[2.85274182e-05 9.92607594e-01 3.53797950e-04 1.21032335e-05
 8.15451131e-05 6.89750258e-03 1.89214079e-05]",[2.0516844e-04 9.9698573e-01 1.9585419e-05 2.7894967e-03],[0.8650561 0.1349439],"[8.0330748e-05 8.6041674e-02 5.4464793e-01 3.2887381e-01 3.8026296e-02
 2.2174288e-03 9.8542580e-05 1.2132150e-05 1.8833331e-06]",01354
detected_faces\01353.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.14211048 0.06203714 0.50164664 0.17896977 0.08477461 0.00602671
 0.02443461]",[0.05979941 0.07255054 0.8601027  0.00754728],[0.91316426 0.08683573],"[0.02472947 0.01184265 0.01992975 0.40802667 0.3815048  0.12199301
 0.02337484 0.00782141 0.00077733]",01353
detected_faces\01352.jpg,White,White,Female,20-29,"[8.5838538e-01 2.5262297e-03 1.8799093e-02 9.4734870e-02 2.0585604e-02
 4.7235709e-04 4.4964803e-03]",[0.9806586  0.01266436 0.0048092  0.0018678 ],[0.14687315 0.8531269 ],"[1.08534434e-04 2.99236737e-03 3.07929926e-02 3.55099261e-01
 3.15996796e-01 2.24984303e-01 4.53837775e-02 1.75509732e-02
 7.09098624e-03]",01352
detected_faces\01351.jpg,Latino_Hispanic,White,Male,30-39,"[0.27476394 0.01734849 0.6176816  0.01621966 0.00846901 0.01205234
 0.05346487]",[0.5568378  0.03462818 0.21094102 0.19759299],[0.99787563 0.00212436],"[7.8603829e-05 1.5417037e-04 2.6678783e-03 2.9059526e-01 5.3375942e-01
 1.5636128e-01 1.4935529e-02 1.3721357e-03 7.5648459e-05]",01351
detected_faces\01350.jpg,Southeast Asian,Asian,Male,19-Oct,"[0.00731823 0.19615528 0.07476933 0.18662705 0.31865367 0.20360094
 0.01287555]",[0.00099632 0.04665305 0.93281734 0.01953334],[0.9957434  0.00425663],"[1.7661832e-03 1.4323550e-01 3.8704520e-01 2.6764387e-01 1.3115416e-01
 5.6092665e-02 1.0560671e-02 2.2687824e-03 2.3304849e-04]",01350
detected_faces\01349.jpg,Southeast Asian,Asian,Female,20-29,"[0.01242489 0.0247912  0.1189111  0.32340774 0.49277973 0.02583845
 0.00184688]",[0.00205773 0.00246502 0.9808241  0.01465314],[0.27414262 0.7258573 ],"[8.2441503e-03 3.4367764e-01 2.0170638e-01 3.5558447e-01 8.2248800e-02
 7.7842725e-03 5.2851083e-04 1.8210668e-04 4.3564323e-05]",01349
detected_faces\01348.jpg,White,White,Female,20-29,"[6.5969175e-01 6.1098783e-04 3.4273364e-02 1.5711527e-01 9.6829839e-02
 2.8948141e-03 4.8584104e-02]",[0.6102295  0.00064766 0.37742642 0.01169646],[0.02754302 0.97245693],"[6.9206627e-03 4.8155371e-02 1.2641697e-01 5.8321166e-01 2.0507142e-01
 2.7918171e-02 1.7858698e-03 4.2591779e-04 9.3923394e-05]",01348
detected_faces\01347.jpg,White,Asian,Male,20-29,"[0.49152124 0.0021939  0.14596164 0.09468026 0.01680414 0.00355201
 0.24528678]",[9.3738250e-02 2.7319657e-02 8.7841243e-01 5.2966172e-04],[0.991505   0.00849495],"[4.01498182e-05 2.78315344e-03 9.25569981e-02 7.83935905e-01
 1.16560414e-01 4.05788422e-03 6.05762434e-05 4.69958559e-06
 3.07648662e-07]",01347
detected_faces\01340.jpg,White,White,Male,20-29,"[9.4427270e-01 9.0308815e-05 1.8768419e-02 1.0263890e-02 2.6173736e-03
 3.0100957e-04 2.3686290e-02]",[8.9523476e-01 3.2261829e-04 1.0284513e-01 1.5974612e-03],[0.99796426 0.00203571],"[2.5155913e-04 9.3215723e-03 1.7138991e-01 6.6706228e-01 1.3969579e-01
 1.1675763e-02 5.3685886e-04 6.0099777e-05 6.2066588e-06]",01340
detected_faces\01333.jpg,White,White,Female,20-29,"[7.81567633e-01 6.04660343e-03 6.21582381e-02 1.19792446e-01
 1.81792881e-02 6.07569411e-04 1.16482675e-02]",[0.8716047  0.05796228 0.02447422 0.04595882],[0.03885296 0.96114707],"[0.00147663 0.01730697 0.0441769  0.53994066 0.29789194 0.08687796
 0.00834548 0.00305711 0.00092637]",01333
detected_faces\01331.jpg,Middle Eastern,White,Male,30-39,"[0.18442827 0.01681943 0.14093909 0.00447226 0.01916001 0.00403741
 0.6301435 ]",[9.2587179e-01 5.4113002e-04 7.3118709e-02 4.6843395e-04],[9.9964535e-01 3.5465244e-04],"[1.5498912e-05 2.9390247e-04 4.1006161e-03 2.2273724e-01 6.5271163e-01
 1.1659686e-01 3.4546969e-03 8.6908396e-05 2.7093397e-06]",01331
detected_faces\01330.jpg,White,White,Male,20-29,"[0.54894304 0.00967786 0.15139794 0.16498879 0.093639   0.00149776
 0.02985574]",[0.7884691  0.03359122 0.17690353 0.00103613],[0.98571676 0.01428325],"[1.2766549e-04 8.6749269e-04 2.7559135e-02 4.5382911e-01 3.8405058e-01
 1.1261468e-01 1.8324984e-02 2.3796200e-03 2.4675086e-04]",01330
detected_faces\01329.jpg,Indian,Indian,Male,19-Oct,"[3.0298854e-04 3.9254490e-01 1.2129000e-02 5.1353825e-04 1.6085748e-02
 5.7761872e-01 8.0500083e-04]",[3.7984879e-05 4.3563488e-01 7.1921390e-03 5.5713499e-01],[0.5260441 0.4739559],"[2.3932784e-04 2.8876477e-01 5.1380050e-01 1.6975901e-01 2.4655348e-02
 2.4949310e-03 1.8106919e-04 8.3488711e-05 2.1591391e-05]",01329
detected_faces\01328.jpg,White,White,Female,30-39,"[9.6635866e-01 1.4236543e-04 8.2248403e-03 2.7948427e-03 8.6991698e-04
 1.0822728e-04 2.1501156e-02]",[8.84287000e-01 7.64878641e-05 1.15431294e-01 2.05237317e-04],[0.10598955 0.8940105 ],"[2.5899560e-06 9.7746815e-05 3.2617464e-03 2.1121159e-01 4.9841389e-01
 2.3598742e-01 3.9977700e-02 8.8123903e-03 2.2349700e-03]",01328
detected_faces\01327.jpg,White,White,Male,20-29,"[0.8646682  0.0110963  0.04500794 0.01798163 0.02990551 0.00182488
 0.02951559]",[0.874774   0.01719897 0.08629843 0.02172862],[0.8170139  0.18298604],"[6.4777164e-04 6.8273968e-03 4.2563677e-02 5.8551681e-01 3.2052013e-01
 4.0364716e-02 2.9744955e-03 4.5505312e-04 1.2995527e-04]",01327
detected_faces\01326.jpg,White,White,Female,20-29,"[8.1983101e-01 9.9067604e-03 5.0375253e-02 7.8830168e-02 1.0730315e-02
 1.3196818e-04 3.0194549e-02]",[0.9722594  0.00992078 0.01479694 0.00302287],[0.11718608 0.88281393],"[3.44666449e-04 2.09465977e-02 1.15648486e-01 4.74632114e-01
 3.15558732e-01 6.53842092e-02 6.61740685e-03 7.59762770e-04
 1.07982196e-04]",01326
detected_faces\01323.jpg,White,White,Male,30-39,"[9.2246193e-01 1.5122833e-03 2.7790390e-02 6.4708460e-05 2.0159240e-04
 4.8226974e-04 4.7486883e-02]",[0.9573712  0.01497273 0.01547173 0.01218444],[0.9911405  0.00885952],"[5.8198185e-07 1.1035574e-05 6.0782931e-04 2.7419761e-01 6.7130947e-01
 5.3275574e-02 5.7798269e-04 1.8635723e-05 1.2043521e-06]",01323
detected_faces\01320.jpg,Indian,Indian,Female,20-29,"[0.00487661 0.22406763 0.06761257 0.01746291 0.24321912 0.42297164
 0.01978951]",[0.01032735 0.05686145 0.09224129 0.8405699 ],[0.09264065 0.90735936],"[1.9150652e-03 8.7858535e-02 3.0349779e-01 4.4059137e-01 1.4521140e-01
 1.9157160e-02 1.4559589e-03 2.5025630e-04 6.2411877e-05]",01320
detected_faces\01319.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.10258757 0.00172079 0.7834652  0.00535971 0.02171023 0.01242827
 0.07272833]",[0.19898824 0.01487362 0.46697584 0.31916228],[0.00350536 0.99649465],"[1.5614326e-06 4.3449027e-04 6.2715545e-02 5.4355168e-01 3.6452025e-01
 2.7960833e-02 7.6192565e-04 5.2413532e-05 1.2936498e-06]",01319
detected_faces\01316.jpg,Latino_Hispanic,White,Female,20-29,"[0.03826341 0.01944806 0.7374806  0.00173153 0.03193698 0.03656873
 0.13457069]",[0.3472109  0.25827396 0.2799873  0.11452781],[0.00604238 0.99395764],"[9.8902387e-07 5.1335478e-04 8.6916037e-02 6.7618471e-01 2.2937520e-01
 6.9318749e-03 7.6322125e-05 1.5850745e-06 4.3308219e-08]",01316
detected_faces\01315.jpg,Latino_Hispanic,Indian,Male,30-39,"[0.13447969 0.01878124 0.31400377 0.0011632  0.0126664  0.28278285
 0.23612289]",[0.06226739 0.07209522 0.00498252 0.8606549 ],[0.99464005 0.00535997],"[6.73164641e-06 1.54934052e-04 1.54653576e-03 1.22021236e-01
 7.47756481e-01 1.27301663e-01 1.18821650e-03 2.34916424e-05
 7.51651100e-07]",01315
detected_faces\01304.jpg,White,Asian,Male,30-39,"[0.50019234 0.06954734 0.22377561 0.06321619 0.04010721 0.02176188
 0.08139943]",[0.35418704 0.03834823 0.52651054 0.08095422],[0.964045   0.03595501],"[0.00240317 0.00206831 0.00627556 0.2326592  0.47102666 0.23973234
 0.03755683 0.00751835 0.00075952]",01304
detected_faces\01303.jpg,White,White,Female,20-29,"[9.9647367e-01 2.7815674e-06 1.4851250e-03 6.2719756e-04 2.3158980e-04
 3.3839651e-06 1.1763787e-03]",[9.9782264e-01 2.9022925e-04 1.5179151e-03 3.6916917e-04],[0.00462533 0.9953747 ],"[1.3363756e-05 2.2073365e-03 9.7904637e-02 5.6624717e-01 3.0172101e-01
 3.1035911e-02 8.2490681e-04 4.1340139e-05 4.2722972e-06]",01303
detected_faces\01301.jpg,East Asian,Asian,Male,20-29,"[0.1796618  0.02423353 0.07859132 0.38653493 0.20029198 0.00842133
 0.12226509]",[0.0119548  0.08419459 0.8818432  0.02200739],[0.96262753 0.0373725 ],"[1.7919743e-05 4.2840904e-03 4.4870752e-01 4.9446505e-01 4.7045454e-02
 5.0701913e-03 3.4868740e-04 5.6503304e-05 4.5682486e-06]",01301
detected_faces\01300.jpg,Southeast Asian,Asian,Male,20-29,"[0.05806774 0.00643935 0.24651    0.2295045  0.4063701  0.03601538
 0.01709293]",[0.03226032 0.0515142  0.8455632  0.07066228],[0.8315271  0.16847287],"[2.1467474e-03 2.4183603e-02 5.4723199e-02 5.4942012e-01 3.2967451e-01
 3.7418626e-02 2.0553330e-03 3.2993389e-04 4.7960941e-05]",01300
detected_faces\01298.jpg,Black,Black,Male,20-29,"[0.01342467 0.77440023 0.06389738 0.00203899 0.00833691 0.1083868
 0.02951496]",[0.00468266 0.6013209  0.02947277 0.3645236 ],[0.9635407  0.03645932],"[9.1455899e-05 2.9102312e-03 1.5927292e-02 4.6558735e-01 4.5082477e-01
 6.1678104e-02 2.7035153e-03 2.4008313e-04 3.7230275e-05]",01298
detected_faces\01297.jpg,East Asian,Asian,Female,20-29,"[1.2677060e-01 5.8827945e-04 1.3971750e-01 6.0515177e-01 8.7060243e-02
 1.0661527e-02 3.0050086e-02]",[0.11253788 0.00358045 0.86546206 0.01841973],[0.03567478 0.96432525],"[6.5118674e-04 1.3465154e-01 2.2554055e-01 5.3824639e-01 8.8370264e-02
 1.1596513e-02 6.9106848e-04 2.1369405e-04 3.8746082e-05]",01297
detected_faces\01295.jpg,East Asian,Asian,Female,30-39,"[0.1564978  0.14586623 0.08051868 0.52827996 0.05492255 0.00228957
 0.03162514]",[0.16747637 0.11650184 0.690798   0.02522383],[0.0168118 0.9831882],"[1.5108348e-04 2.6230915e-03 1.9521020e-02 3.5525608e-01 4.2144457e-01
 1.6243702e-01 3.0205786e-02 7.3538474e-03 1.0074701e-03]",01295
detected_faces\01293.jpg,White,White,Male,20-29,"[0.6928146  0.00225779 0.02316044 0.20538433 0.02844406 0.00091344
 0.04702535]",[0.5195146  0.01267951 0.46647388 0.00133198],[0.6440108 0.3559892],"[2.2213552e-03 1.3337485e-02 5.4064240e-02 6.7939997e-01 2.3438822e-01
 1.5554913e-02 9.3216909e-04 8.9503090e-05 1.2091730e-05]",01293
detected_faces\01286.jpg,White,White,Female,20-29,"[8.8624626e-01 2.4676794e-05 5.5396989e-02 6.5274020e-03 4.2925631e-03
 2.2024543e-04 4.7291793e-02]",[9.7226715e-01 8.4525550e-04 1.0966765e-02 1.5920782e-02],[0.02169825 0.97830176],"[2.3041671e-06 2.5867543e-04 6.2369414e-02 6.0546428e-01 3.0844945e-01
 2.3044309e-02 3.9842690e-04 1.2572390e-05 5.3988185e-07]",01286
detected_faces\01285.jpg,White,Asian,Male,20-29,"[0.35638666 0.01762765 0.30898735 0.12406059 0.08815901 0.00616525
 0.09861354]",[0.29242522 0.00745955 0.6910091  0.00910604],[0.8476697  0.15233023],"[4.6238098e-02 8.2693286e-02 9.7377650e-02 4.0620667e-01 2.9052928e-01
 6.7850120e-02 8.0305366e-03 9.9643902e-04 7.7904988e-05]",01285
detected_faces\01283.jpg,White,White,Male,20-29,"[9.2796969e-01 1.0896687e-03 1.9455165e-02 1.3502289e-02 1.3812555e-02
 5.0638802e-04 2.3664173e-02]",[0.6035835  0.02073374 0.36424226 0.01144039],[0.59094054 0.40905946],"[1.1267766e-02 1.7990652e-02 3.3494204e-02 6.6748345e-01 2.5477967e-01
 1.4527989e-02 4.0786754e-04 3.9977294e-05 8.4631165e-06]",01283
detected_faces\01282.jpg,White,White,Male,20-29,"[9.1836554e-01 3.9238372e-04 1.7252618e-02 3.9254256e-02 1.1942668e-02
 1.0927663e-03 1.1699724e-02]",[0.9502398  0.00362635 0.03698499 0.00914889],[0.98301363 0.01698632],"[7.56078924e-04 1.52738765e-02 1.12985641e-01 6.92377925e-01
 1.60701632e-01 1.68874748e-02 9.13654862e-04 9.61359183e-05
 7.63828484e-06]",01282
detected_faces\01281.jpg,Latino_Hispanic,White,Male,20-29,"[0.24920264 0.02173273 0.55224377 0.04633619 0.02560791 0.01529853
 0.08957813]",[0.5791589  0.14974855 0.21980517 0.05128735],[0.9895313  0.01046876],"[9.3123199e-05 9.7743748e-04 1.3225790e-02 4.9507305e-01 4.2763275e-01
 5.9822615e-02 2.9389339e-03 2.2145326e-04 1.4775839e-05]",01281
detected_faces\01279.jpg,Middle Eastern,Asian,Male,19-Oct,"[0.20016709 0.00902148 0.14826368 0.050127   0.03674504 0.0738415
 0.48183417]",[0.08038699 0.0051046  0.889729   0.02477943],[0.5710421  0.42895788],"[4.3492815e-05 3.0213822e-02 5.4603612e-01 3.9443174e-01 2.8472882e-02
 7.6555857e-04 2.9918427e-05 5.7372063e-06 6.7852739e-07]",01279
detected_faces\01278.jpg,White,Asian,Female,20-29,"[0.6411012  0.00275453 0.03437278 0.1711217  0.1192305  0.00320489
 0.02821433]",[0.311772   0.00486366 0.67433363 0.00903071],[0.02960129 0.97039866],"[0.00139393 0.06365275 0.11624148 0.6404209  0.14231995 0.03125246
 0.00300897 0.0010202  0.00068938]",01278
detected_faces\01276.jpg,White,White,Female,20-29,"[0.8213533  0.00650119 0.07635465 0.05424157 0.01160789 0.0087768
 0.02116452]",[0.9788541  0.00282469 0.01431158 0.00400971],[0.01886924 0.9811307 ],"[7.4414682e-05 2.3808416e-02 1.7955410e-01 6.3635933e-01 1.4045030e-01
 1.7970579e-02 1.5146665e-03 2.1582951e-04 5.2300802e-05]",01276
detected_faces\01275.jpg,White,White,Female,20-29,"[9.0299660e-01 2.7842040e-04 2.9491948e-02 1.3707494e-02 2.9974103e-03
 4.5900024e-03 4.5938078e-02]",[9.8506832e-01 3.1901993e-05 4.2071482e-03 1.0692599e-02],[6.4333144e-04 9.9935669e-01],"[1.2668617e-05 6.6480418e-03 1.3234206e-01 6.9040453e-01 1.4886205e-01
 2.0337598e-02 1.2560998e-03 1.1710195e-04 1.9956962e-05]",01275
detected_faces\01274.jpg,White,White,Male,30-39,"[8.22924376e-01 5.88747347e-03 1.14226475e-01 1.61119283e-03
 2.55886232e-03 3.29702540e-04 5.24619184e-02]",[0.9889539  0.00292021 0.00549803 0.00262791],[0.99893904 0.00106094],"[3.0667710e-04 2.4165596e-04 8.0714433e-04 4.7897838e-02 4.9078432e-01
 3.7595680e-01 7.2962694e-02 1.0096697e-02 9.4620301e-04]",01274
detected_faces\01273.jpg,East Asian,White,Male,20-29,"[0.2794744  0.01381018 0.05183333 0.48608053 0.01759048 0.00082984
 0.15038127]",[7.82205284e-01 1.17439896e-01 9.97904614e-02 5.64296613e-04],[0.9686663  0.03133366],"[1.6625773e-03 8.8408805e-02 2.7478355e-01 4.4888183e-01 1.5425353e-01
 2.8282747e-02 2.9100648e-03 7.1905920e-04 9.7797536e-05]",01273
detected_faces\01270.jpg,Latino_Hispanic,Black,Male,30-39,"[0.01401947 0.30733883 0.6160777  0.01125668 0.03779598 0.00386848
 0.00964301]",[0.01161135 0.84167755 0.05066309 0.09604793],[9.9976128e-01 2.3874354e-04],"[8.9945497e-06 1.1277413e-04 5.5457703e-03 3.9296788e-01 5.2402669e-01
 7.2729126e-02 4.2620348e-03 3.2428897e-04 2.2520146e-05]",01270
detected_faces\01269.jpg,East Asian,Asian,Male,60-69,"[0.01770385 0.00479478 0.11272614 0.5720338  0.2860926  0.00498609
 0.00166272]",[0.0162385  0.01259586 0.902572   0.06859364],[0.7971164 0.2028836],"[1.7017526e-04 1.3549352e-03 2.5786029e-03 4.6480522e-03 9.3210386e-03
 3.8236711e-02 1.3133812e-01 5.2782750e-01 2.8452486e-01]",01269
detected_faces\01267.jpg,White,White,Female,20-29,"[9.6636736e-01 3.0284691e-05 6.2442031e-03 1.5888880e-04 1.4378745e-04
 1.9423596e-05 2.7036011e-02]",[9.9904305e-01 3.3746174e-04 3.8020013e-04 2.3923779e-04],[0.16710895 0.832891  ],"[2.4607909e-05 4.8033772e-03 2.3847343e-01 5.2762049e-01 2.0724614e-01
 2.1155192e-02 6.3289015e-04 4.1400242e-05 2.5351039e-06]",01267
